Name,Price
"General Mills Original Cheerios Breakfast Cereal, Family Size, Whole Grains",$8.49
Quaker Harvest Crunch Original Granola Cereal,$4.49
Kelloggs Froot Loops,$7.99
"General Mills Lucky Charms Breakfast Cereal with Marshmallows, Family Size, Whole Grains",$8.49
Post Honey Cereal,$4.99
Kelloggs Mini Wheat Frosted Cereal,$7.99
No Name Quick 100% Whole Grain Oats,$3.99
Kelloggs Cereal,$5.99
Quaker Life Original Cereal,$5.49
Kelloggs Raisin Bran Family Size Cereal,$7.49
"General Mills Cinnamon Toast Crunch Breakfast Cereal, Whole Grains and Real Cinnamon",$5.99
General Mills Cheerios Cereal Apple Cinnamon Family Size,$8.49
President's Choice Extra-Fluffy Buttermilk Pancake & Waffle Mix,$4.29
Kelloggs Pop Tarts Frosted Strawberry,$4.49
"General Mills Original Cheerios Breakfast Cereal, Whole Grains",$5.99
"Kelloggs Frosted Flakes Cereal, Family Size",$7.99
Quaker Maple & Brown Sugar Flavour Instant Oatmeal,$4.79
Quaker Quick Oats,$5.99
"General Mills Multi Grain Cheerios Breakfast Cereal, Whole Grains",$5.99
"General Mills Lucky Charms Breakfast Cereal with Marshmallows, Whole Grains",$5.99
Cap'n Crunch Sweetened Corn & Oat Cereal,$5.49
Quaker Maple & Brown Sugar Flavour Instant Oatmeal,$7.99
Quaker Harvest Crunch Light & Crisp Honey & Nut Flavour Granola Cereal,$4.49
Kelloggs Vector Meal Replacement Cereal,$11.99
No Name 100% Whole Grain Large Flake Oats,$3.99
"Nature Valley Protein Granola, Oats 'n Honey, Healthy Snack and Cereal",$5.99
"Kelloggs Corn Pops Cereal, Family Size",$7.99
Post Spoon Size Shredded Wheat & Bran Cereal,$4.99
General Mills Cereal Honey Nut Flavour,$5.99
President's Choice Original Extra-Fluffy Pancake And Waffle Mix,$4.29
"General Mills Reese's Puffs Breakfast Cereal, Peanut Butter Chocolate, Family Size",$8.49
PC Blue Menu Protein & Chocolate Granola Boost Cereal,$3.99
Kelloggs Pop Tarts Frosted Smore,$4.49
Kelloggs All-Bran Buds Cereal,$7.99
Kelloggs Cereal Special Edition Cinnamon Pecan,$6.99
"Kelloggs Mini-Wheats Cereal, Original",$6.99
PC Blue Menu Buttermilk Protein Pancake,$4.79
Kelloggs Strawberry Bites,$7.49
"General Mills Reese's Puffs Breakfast Cereal, Peanut Butter Chocolate, Jumbo Size",$10.99
No Name Chicken Broth,$1.99
No Name Reduced Sodium Chicken Broth,$1.99
Campbell's Condensed Soup Tomato,$1.49
No Name Diced Tomatoes,$1.99
Campbell's Cream of Mushroom Condensed Soup,$1.49
No Name Dark Red Kidney Beans,$1.79
No Name Beef Broth,$1.99
No Name Black Beans,$1.79
No Name Flaked Light Tuna,$1.99
No Name Diced Tomatoes with Herbs and Spices,$1.99
"Clover Leaf Flaked Light Tuna, Skip Jack In Water",$1.49
No Name Vegetable Broth,$1.99
Green Giant Peaches & Cream Corn,$2.29
No Name Chunk Light Tuna,$1.99
No Name Reduced Sodium Beef Broth,$1.99
Unico Red Kidney Beans,$2.29
No Name Chickpeas,$1.79
Campbell's Chicken Broth,$3.29
No Name Crushed Tomatoes,$1.99
No Name Sliced Mushrooms,$1.99
"Clover Leaf Chunk Light Tuna, Skip Jack In Water",$1.49
No Name Whole Kernel Crisp Corn,$1.99
Unico Diced Tomatoes,$2.79
Campbell's Condensed Soup Chicken Noodle,$1.49
PC Blue Menu Black Beans,$1.89
Unico Black Beans,$2.29
Campbell's 30% Less Sodium Chicken Broth,$3.29
Aylmer Original Diced Tomatoes,$2.99
"Green Giant Corn Niblets, Whole Kernel",$2.29
Heinz Original Beans in Tomato Sauce,$2.49
No Name Cream-Style Corn,$1.99
Campbell's Cream of Chicken Soup,$2.99
Campbell's Condensed Soup Vegetable,$1.49
Campbell's Chunky Chicken with Noodles,$3.99
Green Giant Creamy Style Sweet Corn,$2.29
Campbell's No Salt Added Chicken Broth,$3.29
Unico Chick Peas,$2.29
PC Blue Menu Chickpeas,$1.89
PC Blue Menu Dark Red Kidney Beans,$1.89
Campbell's Beef Broth,$3.29
Aylmer Diced Tomatoes with Italian Spices,$2.99
PC Blue Menu Diced Tomatoes,$1.99
Aylmer Condensed Soup Tomato,$2.29
No Name Unsweetened Apple Sauce,$3.19
Heinz Alphaghetti,$2.49
No Name Condensed Cream Of Mushroom Soup,$1.79
Unico Crushed Tomatoes,$2.79
"Unico Diced Tomatoes, Herbs & Spices",$2.79
President's Choice Gourmet West Coast Dark Roast Fine Grind Coffee,$14.99
Maxwell House Original Roast Ground Coffee,$12.99
Nescafe Rich Instant Coffee,$8.49
President's Choice The Great Canadian Light to Medium Roast Fine Grind Coffee,$14.99
Folgers Classic Roast Ground Coffee,$11.99
President's Choice Gourmet Medium Roast Extra Fine Grind Coffee,$14.99
President's Choice Gourmet Medium Roast Regular Grind Coffee,$14.99
Nescafe Tasters Choice Classic Instant Coffee,$8.49
"Tim Hortons Single Serve Coffee Pods, Original",$9.99
Tim Hortons Original Coffee,$8.99
President's Choice Gourmet West Coast Dark Roast™ Whole Bean Coffee,$14.99
No Name Medium Roast Ground Coffee,$12.99
Maxwell House Original Roast Instant Coffee,$6.99
President's Choice Gourmet Swiss Water Process Decaffeinated Medium Roast Fine Grind Coffee,$14.99
Nescafe Rich Decaf Instant Coffee,$8.49
Nescafe Nescafé Sweet and Creamy Original Instant Coffee Mix,$8.49
President's Choice Gourmet West Coast Dark Roast Single Serve Coffee Pods,$14.99
McCafe Premium Medium Dark Roast Ground Coffee,$23.99
Tim Hortons Original K-Cup Coffee Pods,$24.99
Tim Hortons Original Fine Grind Coffee,$24.99
Nescafe GOLD Espresso Instant Coffee,$8.99
"Starbucks Ground Coffee Pike Place Roast, Nespresso Vertuo",$11.49
"Tim Hortons Fine Grain Coffee, Decaffeinated",$8.99
President's Choice Gourmet Medium Roast Fine Grind Coffee,$14.99
President's Choice Gourmet Medium Roast Single Serve Coffee Pods,$14.99
President's Choice The Great Canadian Light to Medium Roast Single Serve Coffee Pods,$14.99
"Nescafe RICH Hazelnut, Instant Coffee",$8.49
Starbucks Ground Coffee Single Origin Coffee Colombia,$11.49
Tim Hortons Hazelnut Coffee,$8.99
No Name Medium Roast Coffee Pods Club Size,$37.99
President's Choice Gourmet Medium Roast Whole Bean Coffee,$14.99
"Tim Hortons Single Serve Coffee Pods, Decaf",$9.99
"McCafe Premium Medium Dark Roast K-Cup Coffee Pods, 30 Count",$24.99
President's Choice Gourmet Swiss Water Process Decaffeinated Medium Roast Single Serve Coffee Pods,$14.99
"Starbucks Caffè Verona Capsules, Ground Coffee For Nespresso Vurtuo",$11.49
Starbucks Ground 100% Arabica Coffee Pike Place Medium Roast,$8.99
President's Choice Gourmet West Coast Dark Roast Single Serve Coffee Pods,$37.99
Tim Hortons Original Coffee,$34.99
Tim Hortons Dark Roast K-Cup Compatible,$24.99
"McCafe Premium Medium Dark Roast Decaf K-Cup Coffee Pods, 12 Count",$10.99
Muskoka Loon Call Breakfast Blend,$14.99
Maxwell House Original Roast Coffee 100% Compostable K Cup Coffee Pods,$19.99
President's Choice PC® Gourmet Medium Roast Single Serve Coffee Pods,$37.99
Balzac's Blend Whole Bean Coffee,$13.99
President's Choice PC® Costa Rica Single Origin Medium Roast Fine Grind Coffee,$7.99
No Name Dark Roast Coffee Pods Club Size,$37.99
"McCafe Premium Roast Whole Coffee Beans, Medium Dark Roast",$13.99
President's Choice PC® Costa Rica Single Origin Medium Roast Whole Bean Coffee,$9.29
President's Choice The Great Canadian Maple Flavoured Single Serve Coffee Pods,$7.99
President's Choice PC® Espresso Perfetto Single Serve Coffee Capsules,$7.49
President's Choice PC® The Great Canadian Maple Flavoured Fine Grind Coffee,$7.99
"Tim Hortons Instant Coffee, Medium",$7.99
Tim Hortons Dark Coffee,$34.99
Balzac's Ground Coffee Can,$13.99
"Tassimo McCafé Premium Roast Coffee Single Serve T-Discs, 14 T-Discs",$11.99
"Nescafe Gold Espresso, Instant Coffee",$11.99
Starbucks Pike Place Roast Medium Roast Ground Coffee K-Cup Pods,$26.99
Lavazza Qualità Rossa Ground Coffee Medium Roast,$5.99
Starbucks Caffè Verona Ground Coffee,$8.99
"Van Houtte Vanilla Hazelnut K-Cup Coffee Pods, 24 Count",$15.99
No Name Decaffeinated Instant Coffee,$5.49
Starbucks By Nespresso Espresso Roast Nespresso Coffee Capsules 10 Nespresso Coffee Pods,$7.99
Van Houtte Vanilla Hazelnut Ground Coffee,$13.99
Tim Hortons Ground Coffee Decaf Espresso,$8.99
Muskoka Howling Wolf Ground,$14.99
Starbucks True North Blend Blonde Roast Ground Coffee K-Cup Pods,$8.99
President's Choice Dark Roast Instant & Microground Coffee,$5.99
"Tim Hortons K-Cup Coffee, Hazelnut",$9.99
Starbucks Winter Blend Ground Coffee,$8.99
1850 Ground Coffee Pioneer Blend Medium Roast Coffee,$13.99
Balzac's Espresso Whole Bean Coffee,$13.99
Lavazza Qualità Oro Ground Coffee Medium Roast,$5.99
Folgers Lively Colombian K-Cup Coffee Pods 30 Count,$22.99
Illy Intenso Ground Coffee Bold Roast,$16.99
Starbucks Caramel Flavoured Ground Coffee Bag,$8.99
Tim Hortons Coffee,$12.99
Lavazza Caffe Espresso in Tin,$10.99
President's Choice PC® Colombian Supremo Single Origin Medium Roast Fine Grind Coffee,$7.99
Starbucks Whole Bean 100% Arabica Coffee Caffè Verona Dark Roast,$28.99
Balzac's Blend Ground Coffee Can,$13.99
Starbucks Veranda Blend for Nespresso Vertuo K-Cup Coffee Pods,$11.49
Starbucks Espresso Roast Ground Coffee,$11.49
Balzac's Whole Bean Coffee Stout Roast Swiss Water Decaf Swp Decaf Dark Daring,$13.99
President's Choice Medium Roast Instant and Microground Coffee,$5.99
President's Choice Espresso Perfetto Espresso Grind Coffee,$7.99
"Tim Hortons Instant Coffee, Decaf",$8.99
Lavazza Gran Aroma Coffee,$12.99
President's Choice Candy Cane Flavoured Coffee Pods,$7.99
Van Houtte Kcup House Blend Coffee,$36.99
Starbucks French Roast Dark Roast Ground Coffee,$8.99
President's Choice Gourmet Swiss Water Process Decaffeinated Medium Roast Single Serve Coffee Pods,$7.99
Tim Hortons Ground Coffee Classic Lungo,$8.99
No Name Instant Coffee,$5.49
Starbucks Italian Roast ground coffee,$8.99
Lavazza Medium Roast Classico,$12.99
Starbucks By Nespresso Blonde Espresso Roast Coffee Capsules 10 Nespresso Coffee Pods,$7.99
"Starbucks Cold Brew Coffee Concentrate, Signature Black",$8.99
Starbucks Ground 100% Arabica Coffee True North Blend Blonde Roast,$8.99
Lavazza Decaffeinated Ground Coffee Espresso Decaffeinato,$10.99
Muskoka Loon Call Maple Ground,$14.99
President's Choice The Great Canadian Light to Medium Roast Single Serve Coffee Pods,$7.99
"Tim Hortons French Vanilla, Cappuccino",$9.99
Pride Of Arabia Whole Bean Arabica Coffee,$19.99
Illy Classico Ground Coffee Classic Roast,$16.99
Zavida Vanilla Hazel Coffee,$7.99
President's Choice The Great Canadian Light to Medium Roast Whole Bean Coffee,$14.99
President's Choice Espresso Instant Coffee,$5.99
Tim Hortons Columbian K-Cup Coffee Pods,$24.99
"Starbucks Coffee Capsules for Nespresso Vertuo, Creamy Vanilla",$11.49
Muskoka Loon Call Howling Wolf Whole Bean,$14.99
Lavazza Qualità Rossa Whole Bean Coffee,$12.99
Starbucks Ground Coffee Blonde Espresso Roast for Nespresso,$11.49
Gioia Espresso Coffee,$4.49
Starbucks French Roast Dark Roast Ground Coffee K-Cup Pods,$8.99
President's Choice PC® Sumatra Single Origin Dark Roast Fine Grind Coffee,$7.99
Starbucks Holiday Blend Roast Ground Coffee Bag,$8.99
President's Choice The Great Canadian Light to Medium Roast TASSIMO T DISCs,$11.99
President's Choice Colombian Supremo Single Origin Medium Roast Single Serve Coffee Pods,$14.99
"Starbucks Coffee, K-CUP Roast Ground  Holiday Blend",$8.99
President's Choice PC® Cinnamon Swirl Naturally Flavoured Fine Grind Coffee,$7.99
President's Choice Creamy Caramel Naturally Flavoured Fine Grind Coffee,$7.99
President's Choice PC® Espresso Forte Whole Bean Coffee,$14.99
President's Choice PC® Colombian Supremo Medium Roast Whole Bean Coffee,$14.99
President's Choice PC® Winter Blend Dark Roast Fine Grind Coffee,$6.99
President's Choice Light Roast Instant Coffee,$5.99
President's Choice PC® Espresso Whole Bean Coffee,$14.99
Nescafe GOLD Instant and Roast & Ground Medium Coffee,$8.99
Starbucks House Blend Whole Bean,$8.99
1850 Ground Coffee Midnight Gold Dark Roast Coffee,$13.99
President's Choice The Great Canadian Light to Medium Roast Single Serve Coffee Pods,$37.99
President's Choice Costa Rica Single Origin Medium Roast Single Serve Coffee Pods,$14.99
"Starbucks French Roast Dark Roast K-Cup, 44-Pack",$35.99
"McCafe Premium Medium Dark Roast K-Cup Coffee Pods, 12 Count",$10.99
Lavazza Roasted Ground Coffee Qualità Oro Perfect Symphony,$5.99
Keurig Van Houtte Vanilla Hazelnut Coffee Light Roast,$12.99
Starbucks Breakfast Blend Whole Bean,$8.99
Starbucks Breakfast Blend Ground Coffee,$8.99
"Van Houtte Original House Blend K-Cup Coffee Pods, 24 Count",$15.99
Arctic Glacier Cubed Ice,$3.99
No Name Concentrated Berry Punch,$1.49
No Name Concentrated Fruit Punch,$1.49
"Minute Maid Fruit Punch Frozen Concentrate Juice Beverage, Can",$2.79
"Minute Maid Berry Punch Frozen Concentrate Juice Beverage, Can",$2.79
"Minute Maid Pink Lemonade Frozen Concentrate, Can",$2.79
No Name Unsweetened Frozen Concentrated Pulp Free Orange Juice,$2.49
"Minute Maid Grape Punch Frozen Concentrate Juice Beverage, Can",$2.79
"Minute Maid Frozen Concentrate Orange Juice, Can",$2.79
No Name Concentrated Pink Lemonade,$1.99
"Minute Maid Lemonade Frozen Concentrate, Can",$2.79
No Name Unsweetened Frozen Concentrated Orange Juice with Pulp,$2.49
"Minute Maid Pulp Free Frozen Concentate Orange Juice, Can",$2.79
Breyers French Vanilla Frozen Dessert with real vanilla,$7.49
Tenderflake Deep Dish Pie Shells,$4.99
Breyers French Vanilla Ice Cream made in Canada,$5.99
Breyers Natural Vanilla Ice Cream with fresh cream & real vanilla beans,$5.99
Breyers Vanilla Frozen Dessert made with real Vanilla,$7.49
Cool Whip Original Frozen Whipped Topping,$5.99
President's Choice Candy Cane Chocolate Fudge Crackle Ice Cream,$6.99
Chapmans Vanilla Ice Cream Sandwich,$8.99
No Name Whipped Topping,$3.99
No Name Vanilla Ice Cream Sandwiches,$11.99
Cool Whip Light Frozen Whipped Topping,$5.99
Nestlé Drumstick Vanilla Caramel,$5.49
"Popsicle Firecracker Ice Pops Cherry, Lemon, & Blue Raspberry",$6.49
President's Choice Ready To Bake All Butter Pains Au Chocolat,$6.99
Breyers Family Classic Frozen Dessert Pralines & Cream,$7.49
Breyers Family Classic Frozen Dessert Cookies & Cream,$7.49
Breyers Mint Chocolatey Chip Frozen Dessert,$7.49
Chapmans Lolly Fruity,$6.99
Haagen Dazs Strawberry Ice Cream,$6.49
"The Original Fudgsicle Frozen Dairy Dessert Bars with malt, cocoa and quality milk",$6.49
Haagen Dazs Vanilla Bean Ice Cream,$6.49
Chapmans Chocolate and Vanilla Cone with Caramel Centre,$8.99
Chapmans Premium French Vanilla,$8.49
Chapmans Premuim Canadian Collection Almonds & Milk Chocolate Bars,$6.99
Haagen Dazs Coffee Ice Cream,$6.49
Breyers Family Classic Frozen Dessert Heavenly Hash,$7.49
Breyers Chocolate Frozen Dessert made with real chocolate,$7.49
Chapmans Vanilla,$6.99
Haagen Dazs Chocolate Peanut Butter Ice Cream,$6.49
No Name Ice Milk Fudge Bars,$11.99
Christie Oreo Ice Cream,$5.49
"Popsicle Ice Pop Orange, Cherry, Grape sweet treat made with natural colours and flavours",$6.49
"Chapmans Frozen Yogurt, Vanilla",$8.49
Ben & Jerry's Ice Cream with Fairtrade Ingredients Half Baked® Non-Gmo,$4.99
Haagen Dazs Chocolate Ice Cream,$6.49
Chapmans Premuim Canadian Collection Creamy Milk Chocolate and Vanilla Bars,$6.99
President's Choice French Vanilla Frozen Yogurt,$6.99
"Tenderflake Deep Dish Pie Shells, All Vegetable Shortening",$4.99
No Name Space Pops,$9.49
Haagen Dazs Vanilla Ice Cream,$6.49
McCain Deep 'n Delicious Chocolate Cake,$7.99
Chapmans Super Fudge Ice Milk,$8.99
PC Blue Menu Peanut Butter Fudge Smoothie Frozen Dairy Dessert Bars,$6.99
Haagen Dazs Vanilla Almond Ice Cream Bars,$6.49
No Name Light Whipped Topping,$3.99
Ben & Jerry's Ice Cream with Fairtrade Ingredients The Tonight Dough® Non-Gmo,$4.99
The Original Ice Pop Creamsicle Bars sweet treat made with natural colours and flavours,$6.49
Chapmans Sorbet Rainbow,$8.49
Chapmans Yogurt Black Jack Cherry,$8.49
President's Choice Birthday Cupcake Filled With Vanilla Flavored Ice Cream,$6.99
"McCain Deep'n Delicious® MINIS Cookie Crumble Cake Cups, 4-pk",$7.99
Ben & Jerry's Ice Cream with Fairtrade Ingredients Bananas Foster Core Non-Gmo,$4.99
Ben & Jerry's Chocolate Therapy Ice Cream,$4.99
Ben & Jerry's Ice Cream with Fairtrade Ingredients Peanut Butter Half Baked Non-Gmo,$4.99
Magnum Ice Cream Bar Strawberries & Cream with Rainforest Alliance Certified Cocoa,$4.99
"Wall’s Ice Cream, Bubble Tea Milk Tea & Boba Pearls Flavours, with Chewy Tapioca Balls",$8.49
Chapmans Lolly Chocolate,$6.99
President's Choice The Decadent Chocolate Chip Cookie Vanilla Ice Cream Sandwiches,$8.99
President's Choice Loads Of Cookies ‘N’ Crème Light Ice Cream,$7.49
President's Choice Mini Candy Cane Ice Cream Bars,$6.99
No Name Vanilla Ice Milk,$9.49
President's Choice Mini Mousses Desserts,$8.99
Tenderflake 3 Tart Shells,$4.99
Chapmans Dutch Chocolate,$6.99
President's Choice Frozen Tiramisu,$10.49
Chapmans Premium Maple Walnut,$8.49
President's Choice Elk Crossing Ice Cream,$4.99
Ben & Jerry's Ice Cream with Fairtrade Ingredients Karamel Sutra Core Non-Gmo,$4.99
No Name Chocolate Ice Cream Sandwiches,$11.99
"Kawartha Ice Cream, Candy Cane",$8.99
Chapmans Neapolitan Ice Cream Sandwich,$8.99
Haagen Dazs Salted Caramel Ice Cream Bars,$6.49
"Breyers Creamery Style Ice Cream, Neapolitan",$5.99
President's Choice Peanut Butter & Chocolate Cookie Dough Ice Cream Bites,$6.99
Nestlé DRUMSTICK ROLO Cones,$5.49
No Name Chocolatey Chip Ice Cream Sandwiches,$11.99
Breyers Frozen Dessert with with real ingredients Salted Caramel,$7.49
Haagen Dazs Plant-Based Caramel Fudge Chip Frozen Dessert,$6.49
Chapmans Sorbet Triple Berry,$8.49
No Name Assorted Cream Bars,$11.99
Del Monte Real Banana 1/2 Dipped Chocolate,$8.49
No Name Ice Pops,$9.49
Chapmans Neapolitan,$6.99
President's Choice Loads Of Raspberry Fruit Bars,$6.99
Chapmans Lolly Banana,$6.99
"Popsicle Cyclone Cherry, Lemon & Blue Raspberry Ice Pops",$6.49
Tim Hortons Ice Cream Maple Crunch,$6.99
"Ben & Jerry's Ice Cream, Non-Dairy Frozen Dessert Chocolate Chip Cookie Dough",$4.99
"Wall’s Light Ice Cream, Mango",$8.49
Chapmans Premium Heavenly Hash,$8.49
McCain Deep 'n Delicious Vanilla Cake,$7.99
Ben & Jerry's Ice Cream An Éclair Affair,$4.99
"Ben & Jerry's Ice Cream, Non-Dairy Frozen Dessert The Tonight Dough Certified Vegan",$4.99
Ben & Jerry's Chocolate Chip Cookie Dough Core Ice Cream,$4.99
"So Delicious Dairy Free Coconut-Based Frozen Dessert, 8 Coconut Sandwiches",$8.99
"So Delicious Dairy Free Cashew-Based Frozen Dessert, Salted Caramel Cluster",$9.49
"Haagen Dazs Ice Cream Almond Bar, Vanilla",$14.99
President's Choice Profiteroles,$14.99
"President's Choice Sliced Cheesecake Selection, 12 slices",$18.99
President's Choice Key Lime Pie,$12.99
President's Choice Cream First Vanilla Ice Cream Bars,$6.99
President's Choice Cookie Dough Vanilla Chocolate Chip Ice Cream Bites,$6.99
Haagen Dazs Exträaz Caramel Cone Explosion Ice Cream,$6.49
Haagen Dazs Pralines and Cream,$6.49
President's Choice Mint Chocolate Mini Ice Cream Bars,$6.99
Cadbury Caramilk Frozen Dessert Bars,$5.49
Breyers Ice Cream Frozen Dessert Creamsicle,$7.49
Chapmans Sammich Vanilla,$8.99
Breyers Ice Cream Creamery Style Light Gluten-Free Butterscotch Ripple,$5.99
President's Choice Rocky Road Mini Ice Cream Bars,$6.99
Chapmans Super Premium Plus Ice Cream Chocolate Lover,$6.99
President's Choice Loads Of Mango Fruit Bars,$6.99
Haagen Dazs Ice Cream Chocolate Hazelnut Novelty,$6.49
Tim Hortons Ice Cream Salted Caramel Iced Capp,$6.99
Ben & Jerry's Cherry Garcia Ice Cream Non-GMO,$4.99
Wall’s Bubble Tea Milk Tea & Brown Sugar,$8.49
No Name Ice Milk Neapolitan Club Pack,$9.49
Chapmans Mint Chip,$6.99
PC Blue Menu Caramel Greek Yogurt Smoothie Bars,$6.99
President's Choice The World’s Best Egg Nog Ice Cream,$3.99
President's Choice Holiday Selection Sliced Cheesecake,$18.99
President's Choice Milk Chocolate Covered Strawberries,$6.49
President's Choice Candy Cane Cookie Dough Ice Cream Bites,$6.99
Ben & Jerry's Ice Cream Chocolate Fudge Brownie,$4.99
Cosmic Bliss Dairy-Free Frozen Dessert Dark Chocolate,$10.99
Savor Ice Cream Chocolate Swirl,$6.99
Savor Ice Cream Cookies & Cream,$6.99
Haagen Dazs Dulce De Leche Ice Cream,$6.49
Popsicle Ice Pops Tropical Paradise,$6.49
President's Choice Strawberry Mochi,$6.99
Chapmans Premium Caramel Saucy Spots,$8.49
President's Choice Neapolitan Ice Cream,$6.99
President's Choice Mango Ice Cream,$4.99
Breyers Ice Cream Creamery Style Light Kosher Certified Dark Chocolate Truffle,$5.99
Breyers Frozen Dessert for a delicious treat Reese's Peanut Butter Cups,$5.99
Chapmans Yogurt Frosty Bar,$8.99
Chapmans Premium Black Cherry,$8.49
Chapmans Super Premium Plus Ice Cream Cold Brew Coffee,$6.99
Nestlé Oreo Sandwiches,$5.49
Haagen Dazs Vanilla Dark Ice Cream Bars,$6.49
"Chapmans Yukon Ice Cream Caramel, Toffee & Milk Chocolate",$7.99
President's Choice Apple Caramel Blossoms,$3.99
The Original Revello Frozen Dairy Dessert Bars natural flavours and quality milk,$6.49
"President's Choice Ice Cream, Vanilla Lactose Free Skyr Yogurt Frozen Bars",$6.99
Breyers Ice Cream Creamery Style Light Kosher Certified Caramel Fudge,$5.99
Haagen Dazs Plant-Based Chocolate Peanut Butter Frozen Dessert,$6.49
President's Choice Yuzu Citrus Japanese-Style Cheesecake,$9.99
Chapmans Slice Cream Butterscotch Ripple,$6.99
Chapmans French Vanilla,$6.99
"Ben & Jerry's Ice Cream, Non-Dairy Vegan Frozen Dessert with Fairtrade Ingredients Cherry Garcia",$4.99
Magnum Ice Cream Bar Double Chocolate Bar,$4.99
McCain Deep'n Delicious Marble Cake,$7.99
President's Choice Loads Of Chocolatey Peanut Butter Treats Light Ice Cream,$7.49
"Tenderflake Pie Shells, Original",$4.99
Chapmans Premium Peanut Butter Cup,$8.49
Cool Whip Low Fat Frozen Whipped Topping,$5.99
Chapmans Premium Cookies & Cream,$8.49
Magnum Double Caramel Ice Cream Bar Belgian Chocolate,$4.99
McCain Deep'n Delicious Coconut Vanilla Cake,$7.99
Wall’s Ube Ice Cream with Purple Yam,$8.49
Chapmans Yukon Vanilla Ice Cream Wolf Bar,$7.99
"Breyers Ice Cream, Butter Tart Locally Inspired Light Ice Cream",$5.99
President's Choice Cream First Chocolate Ice Cream,$7.49
No Name Chocolate Ice Milk,$9.49
"So Delicious Dairy Free Coconut-Based Frozen Dessert, Vanilla Bean",$9.49
So Delicious Mocha Almond Fudge,$9.49
Cosmic Bliss Dairy-Free Frozen Dessert Madagascan Vanilla Bean,$10.99
"Chapmans Ice Cream, Holiday Moments Sandwich, Peppermint",$6.99
"Tim Hortons Ice Cream, Campfire S'mores",$6.99
Ben & Jerry's Ice Cream  Netflix & Chilll'd Non-GMO,$4.99
Tim Hortons Ice Cream Double Double,$6.99
President's Choice Chocolate Caramel Pecan Cluster New York-Style Cheesecake,$10.99
President's Choice Apple Crisp,$7.99
Chapmans Yogurt Cappuccino,$8.49
"Nestlé Lifesavers Ice Pops, Five Flavour",$5.49
Nestlé Drumstick Chocolate Cones,$5.49
President's Choice Plant Based Chocolate Coconut Milk Frozen Dessert,$6.99
Chapmans Vanilla Yogurt Sandwich,$8.99
PC Blue Menu Fudge Smoothie Frozen Dairy Dessert Bars,$6.99
Nestlé Coffee Crisp Frozen Dessert Bars,$5.49
President's Choice Plant Based Vanilla Delights,$6.99
Chapmans Super Premium Plus Ice Cream Salty Caramel Crunch,$6.99
Chapmans Caramel and Vanilla Cone with Chocolate Centre,$8.99
Haagen Dazs Mango Raspberry Ice Cream,$6.49
Haagen Dazs Vanilla Milk Ice Cream Bars,$6.49
No Name Vanilla Ice Milk Bars,$11.99
Nestlé Drumstick Simply Dipped Vanilla,$5.49
PC Black Label Madagascar Bourbon Vanilla Ice Cream,$5.99
Nestlé KitKat Frozen Dessert Bars,$5.49
President's Choice Loads Of Cherries & Chocolatey Chunks Light Ice Cream,$7.49
President's Choice Cream First Vanilla Ice Cream with Chocolate Fudge Crackle,$7.49
Breyers Ice Cream Creamery Style Light Certified Kosher Maple Walnut,$5.99
Chapmans No Sugar Added Vanilla,$8.49
Chapmans Vanilla Yogurt and Milk Chocolate,$6.99
Haagen Dazs Caramel Almond Crunch Ice Cream Bars,$6.49
PC Blue Menu Strawberry Skyr Icelandic-Style Lactose Free Frozen Bars,$6.99
Chapmans Saucy Vanilla Bean & Salty Caramel Yogurt,$8.49
Chapmans Yukon French Vanilla Moose Sandwich,$7.99
McCain MINIS Cookie Crumble Cake Cups,$7.99
President's Choice Milk Chocolate Covered Blueberries,$6.49
President's Choice Milk Chocolate Covered Bananas,$6.49
Magnum Double Raspberry Ice Cream Bar dipped in a chocolatey coating,$4.99
Ben & Jerry's Ice Cream Churr-eh for Churros!™,$4.99
McCain Deep'n Delicious Cookies and Cream Cake,$7.99
Ben & Jerry's Ice Cream with Fairtrade Ingredients S'More Please! Non-Gmo,$4.99
Chapmans Premium Caramel Praline,$8.49
Haagen Dazs Matcha Green Tea Ice Cream,$6.49
Tenderflake Puff Pastry,$4.99
Magnum Mini Double Ice Cream Bar made from vanilla beans and unsweetened Belgian chocolate,$4.99
Magnum Almond Ice Cream Bar covered with Belgian chocolate,$4.99
"Ben & Jerry's Ice Cream, Non-Dairy Frozen Dessert Peanut Butter Half Baked Vegan",$4.99
President's Choice French Vanilla Ice Cream,$6.99
PC Organics Frozen Banana & Strawberry Ice Cream,$6.49
President's Choice Original New York- Style Cheesecake,$10.99
So Delicious Dairy Free Cocowhip Original Frozen Topping,$7.49
Nestlé Mini Vanilla Caramel Ice Cream Cone,$5.49
President's Choice Coconut Cream Pie,$12.99
President's Choice Cherry-Topped New York-Style Cheesecake,$10.99
President's Choice Frozen Profiteroles Chocolate Enrobed,$14.99
President's Choice Plant Based Peanut Butter Delights,$6.99
Chapmans Premium Butter Pecan,$8.49
Nestlé Plant-Based Frozen Dessert Cones Caramel,$5.49
Chapmans Yogurt Caramel Pecan Crunch,$8.49
President's Choice Cream First Vanilla Bean Ice Cream,$7.49
President's Choice Vanilla Ice Cream,$4.99
President's Choice Mint Chocolate Ice Cream,$4.99
President's Choice Berries & Cherries Skyr Icelandic-Style Yogurt Bars,$6.99
PC Blue Menu Key Lime Kefir Smoothie Bars,$6.99
